tissue1,tissue2,IGH,IGK,IGL,TRA,TRB,TRD,TRG
Uterus,Liver,1.0,0.972161353409,0.986546814671,1.0,1.0,1.0,1.0
Uterus,Lung,0.999118541948,0.984887227003,0.994203553146,1.0,1.0,1.0,1.0
Uterus,Muscle - Skeletal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Uterus,Nerve - Tibial,1.0,0.986535519126,1.0,1.0,1.0,1.0,1.0
Uterus,Ovary,1.0,0.973687840541,1.0,1.0,1.0,1.0,1.0
Uterus,Pancreas,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Uterus,Skin - Not Sun Exposed (Suprapubic),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Uterus,Skin - Sun Exposed (Lower leg),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Uterus,Spleen,0.998904309715,0.993434550677,0.99533632287,1.0,0.98615916955,1.0,1.0
Uterus,Stomach,1.0,0.983158630329,0.994101743715,1.0,1.0,1.0,1.0
Uterus,Thyroid,1.0,0.994303656366,0.998434281863,1.0,1.0,1.0,1.0
Vagina,Adipose - Subcutaneous,1.0,0.991978026909,1.0,1.0,1.0,1.0,1.0
Vagina,Adipose - Visceral (Omentum),1.0,0.976798143852,0.990867579909,1.0,1.0,1.0,1.0
Vagina,Adrenal Gland,1.0,0.984690333859,0.998735777497,1.0,1.0,1.0,1.0
Vagina,Artery - Aorta,1.0,0.983227104998,0.99457111835,1.0,1.0,1.0,1.0
Vagina,Artery - Coronary,1.0,0.974842767296,0.98835978836,1.0,1.0,1.0,1.0
Vagina,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vagina,Breast - Mammary Tissue,1.0,0.978538017659,0.992800097976,1.0,1.0,1.0,1.0
Vagina,Cells - EBV-transformed lymphocytes,1.0,0.984944315694,1.0,1.0,1.0,1.0,1.0
Vagina,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vagina,Colon - Sigmoid,1.0,0.998716302952,1.0,1.0,1.0,1.0,1.0
Vagina,Colon - Transverse,0.999740259741,0.990100848773,0.995546508866,1.0,1.0,1.0,1.0
Vagina,Esophagus - Gastroesophageal Junction,1.0,0.998778998779,1.0,1.0,1.0,1.0,1.0
Vagina,Esophagus - Mucosa,1.0,0.971133355121,0.988092891159,1.0,1.0,1.0,1.0
Vagina,Esophagus - Muscularis,1.0,0.987933634992,1.0,1.0,1.0,1.0,1.0
Vagina,Heart - Atrial Appendage,1.0,0.996953213447,1.0,1.0,1.0,1.0,1.0
Vagina,Heart - Left Ventricle,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vagina,Liver,1.0,0.962386292193,0.983145535461,1.0,1.0,1.0,1.0
Vagina,Lung,0.997951734817,0.974972822732,0.988334813687,1.0,1.0,1.0,1.0
Vagina,Muscle - Skeletal,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vagina,Nerve - Tibial,1.0,0.987593806403,1.0,1.0,1.0,1.0,1.0
Vagina,Ovary,1.0,0.977894479726,1.0,1.0,1.0,1.0,1.0
Vagina,Pancreas,1.0,0.98275862069,1.0,1.0,1.0,1.0,1.0
Vagina,Skin - Not Sun Exposed (Suprapubic),1.0,0.99377011877,1.0,1.0,1.0,1.0,1.0
Vagina,Skin - Sun Exposed (Lower leg),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vagina,Spleen,0.998418028534,0.99022284336,0.993166036482,1.0,0.980214424951,1.0,1.0
Vagina,Stomach,1.0,0.96862745098,0.985890652557,1.0,1.0,1.0,1.0
Vagina,Thyroid,1.0,0.986548680423,1.0,1.0,1.0,1.0,1.0
Vagina,Uterus,1.0,0.987654320988,0.992341356674,1.0,1.0,1.0,1.0
Whole Blood,Adipose - Subcutaneous,1.0,0.987654320988,0.993769470405,1.0,1.0,1.0,1.0
Whole Blood,Adipose - Visceral (Omentum),0.997053291536,0.973504670294,0.985494626232,1.0,0.989302059497,1.0,1.0
Whole Blood,Adrenal Gland,1.0,0.979913916786,0.991341991342,1.0,1.0,1.0,1.0
Whole Blood,Artery - Aorta,1.0,0.97138763815,0.987912649723,1.0,1.0,1.0,1.0
Whole Blood,Artery - Coronary,1.0,0.973508771929,0.982656641604,1.0,1.0,1.0,1.0
Whole Blood,Artery - Tibial,1.0,0.994520547945,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Amygdala,1.0,0.997556446821,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Anterior cingulate cortex (BA24),1.0,0.998175249078,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Caudate (basal ganglia),1.0,0.997375328084,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Cerebellar Hemisphere,1.0,0.998282770464,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Cerebellum,1.0,0.997364953887,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Cortex,1.0,0.998130841121,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Frontal Cortex (BA9),1.0,0.99771232485,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Hippocampus,1.0,0.996184105749,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Hypothalamus,1.0,0.998354191451,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Nucleus accumbens (basal ganglia),1.0,0.998340795919,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Putamen (basal ganglia),1.0,0.997390091193,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Spinal cord (cervical c-1),1.0,0.997707390945,1.0,1.0,1.0,1.0,1.0
Whole Blood,Brain - Substantia nigra,1.0,0.997010463378,1.0,1.0,1.0,1.0,1.0
Whole Blood,Breast - Mammary Tissue,1.0,0.965517241379,0.985974754558,1.0,1.0,1.0,1.0
Whole Blood,Cells - EBV-transformed lymphocytes,1.0,0.976045121237,0.990867389491,1.0,1.0,1.0,1.0
Whole Blood,Cells - Transformed fibroblasts,1.0,0.998517861987,1.0,1.0,1.0,1.0,1.0
Whole Blood,Colon - Sigmoid,1.0,0.989100817439,0.993788819876,1.0,1.0,1.0,1.0
Whole Blood,Colon - Transverse,0.998367838076,0.949215457473,0.970952812159,1.0,1.0,1.0,1.0
Whole Blood,Esophagus - Gastroesophageal Junction,1.0,0.992433795712,0.997455470738,1.0,1.0,1.0,1.0
Whole Blood,Esophagus - Mucosa,1.0,0.94985418827,0.975406727809,1.0,1.0,1.0,1.0
Whole Blood,Esophagus - Muscularis,1.0,0.992590966467,1.0,1.0,1.0,1.0,1.0
Whole Blood,Heart - Atrial Appendage,1.0,0.989821817052,0.996318109884,1.0,1.0,1.0,1.0
Whole Blood,Heart - Left Ventricle,1.0,0.992481203008,1.0,1.0,1.0,1.0,1.0
Whole Blood,Kidney - Cortex,1.0,0.972672986384,0.980793205548,1.0,1.0,1.0,1.0
Whole Blood,Liver,0.992900671457,0.928115045108,0.948985645426,1.0,1.0,1.0,1.0
Whole Blood,Lung,0.992495309568,0.908764736033,0.943139678616,1.0,0.983050847458,1.0,1.0
Whole Blood,Minor Salivary Gland,0.99676226646,0.962212899904,0.97061366766,1.0,1.0,1.0,1.0
Whole Blood,Muscle - Skeletal,1.0,0.99538979539,1.0,1.0,1.0,1.0,1.0
Whole Blood,Nerve - Tibial,1.0,0.98882028721,0.99501197251,1.0,1.0,1.0,1.0
Whole Blood,Ovary,1.0,0.977485928705,0.989189189189,1.0,1.0,1.0,1.0
Whole Blood,Pancreas,1.0,0.984832069339,0.991095280499,1.0,1.0,1.0,1.0
Whole Blood,Pituitary,1.0,0.988700564972,0.994687915007,1.0,1.0,1.0,1.0
Whole Blood,Prostate,1.0,0.968875252039,0.987991782906,1.0,1.0,1.0,1.0
Whole Blood,Skin - Not Sun Exposed (Suprapubic),1.0,0.991664351209,1.0,1.0,1.0,1.0,1.0
Whole Blood,Skin - Sun Exposed (Lower leg),1.0,0.994650445707,1.0,1.0,1.0,1.0,1.0
Whole Blood,Small Intestine - Terminal Ileum,0.997405966278,0.943400603108,0.962014134276,1.0,1.0,1.0,1.0
Whole Blood,Spleen,0.994106655167,0.939844239549,0.955279503106,0.989637305699,0.975247524752,1.0,1.0
Whole Blood,Stomach,1.0,0.94111697739,0.962116381028,1.0,1.0,1.0,1.0
Whole Blood,Testis,1.0,0.995670995671,1.0,1.0,1.0,1.0,1.0
Whole Blood,Thyroid,1.0,0.975510204082,0.988444872412,1.0,1.0,1.0,1.0
Whole Blood,Uterus,1.0,0.985071301247,0.991183206107,1.0,1.0,1.0,1.0
Whole Blood,Vagina,1.0,0.973134328358,0.990566037736,1.0,1.0,1.0,1.0
